datetime,price
2021-03-12 04:05:00,119.9
2021-03-12 04:10:00,120.11
2021-03-12 04:15:00,119.84
2021-03-12 04:20:00,119.85
2021-03-12 04:25:00,119.83
2021-03-12 04:30:00,119.81
2021-03-12 04:35:00,119.9
2021-03-12 04:40:00,119.88
2021-03-12 04:45:00,119.91
2021-03-12 04:50:00,119.85
2021-03-12 04:55:00,119.59
2021-03-12 05:00:00,119.68
2021-03-12 05:05:00,119.54
2021-03-12 05:10:00,119.59
2021-03-12 05:15:00,119.62
2021-03-12 05:20:00,119.65
2021-03-12 05:30:00,119.6
2021-03-12 05:35:00,119.6
2021-03-12 05:40:00,119.92
2021-03-12 05:45:00,119.93
2021-03-12 05:50:00,119.9
2021-03-12 05:55:00,119.73
2021-03-12 06:00:00,119.86
2021-03-12 06:05:00,119.77
2021-03-12 06:10:00,119.66
2021-03-12 06:15:00,119.88
2021-03-12 06:20:00,119.93
2021-03-12 06:25:00,119.78
2021-03-12 06:30:00,119.82
2021-03-12 06:35:00,119.9
2021-03-12 06:40:00,120.15
2021-03-12 06:45:00,120.12
2021-03-12 06:50:00,120.06
2021-03-12 06:55:00,120.08
2021-03-12 07:00:00,120.0
2021-03-12 07:05:00,120.4
2021-03-12 07:10:00,120.43
2021-03-12 07:15:00,120.34
2021-03-12 07:20:00,120.5
2021-03-12 07:25:00,120.4
2021-03-12 07:30:00,120.43
2021-03-12 07:35:00,120.25
2021-03-12 07:40:00,120.39
2021-03-12 07:45:00,120.35
2021-03-12 07:50:00,120.46
2021-03-12 07:55:00,120.46
2021-03-12 08:00:00,120.51
2021-03-12 08:05:00,120.62
2021-03-12 08:10:00,120.3099
2021-03-12 08:15:00,120.28
2021-03-12 08:20:00,120.43
2021-03-12 08:25:00,120.23
2021-03-12 08:30:00,120.41
2021-03-12 08:35:00,120.39
2021-03-12 08:40:00,120.48
2021-03-12 08:45:00,120.4
2021-03-12 08:50:00,120.33
2021-03-12 08:55:00,120.2
2021-03-12 09:00:00,120.15
2021-03-12 09:05:00,120.0399
2021-03-12 09:10:00,120.16
2021-03-12 09:15:00,119.97
2021-03-12 09:20:00,120.06
2021-03-12 09:25:00,120.07
2021-03-12 09:30:00,120.45
2021-03-12 09:35:00,119.87
2021-03-12 09:40:00,119.3399
2021-03-12 09:45:00,119.6
2021-03-12 09:50:00,119.54
2021-03-12 09:55:00,119.85
2021-03-12 10:00:00,119.94
2021-03-12 10:05:00,119.985
2021-03-12 10:10:00,120.03
2021-03-12 10:15:00,119.7897
2021-03-12 10:20:00,119.62
2021-03-12 10:25:00,119.54
2021-03-12 10:30:00,119.42
2021-03-12 10:35:00,119.62
2021-03-12 10:40:00,119.61
2021-03-12 10:45:00,119.84
2021-03-12 10:50:00,119.8956
2021-03-12 10:55:00,119.555
2021-03-12 11:00:00,119.595
2021-03-12 11:05:00,119.485
2021-03-12 11:10:00,119.55
2021-03-12 11:15:00,119.63
2021-03-12 11:20:00,119.67
2021-03-12 11:25:00,119.865
2021-03-12 11:30:00,119.815
2021-03-12 11:35:00,119.66
2021-03-12 11:40:00,119.865
2021-03-12 11:45:00,120.04
2021-03-12 11:50:00,120.1
2021-03-12 11:55:00,120.07
2021-03-12 12:00:00,120.11
2021-03-12 12:05:00,120.22
2021-03-12 12:10:00,120.245
2021-03-12 12:15:00,120.6401
2021-03-12 12:20:00,120.7295
2021-03-12 12:25:00,120.67
2021-03-12 12:30:00,120.8408
2021-03-12 12:35:00,121.03
2021-03-12 12:40:00,120.93
2021-03-12 12:45:00,120.75
2021-03-12 12:50:00,120.7593
2021-03-12 12:55:00,120.58
2021-03-12 13:00:00,120.6808
2021-03-12 13:05:00,120.5
2021-03-12 13:10:00,120.662
2021-03-12 13:15:00,120.563
2021-03-12 13:20:00,120.69
2021-03-12 13:25:00,120.66
2021-03-12 13:30:00,120.8967
2021-03-12 13:35:00,120.86
2021-03-12 13:40:00,120.965
2021-03-12 13:45:00,120.84
2021-03-12 13:50:00,120.6493
2021-03-12 13:55:00,120.7299
2021-03-12 14:00:00,120.642
2021-03-12 14:05:00,120.591
2021-03-12 14:10:00,120.6384
2021-03-12 14:15:00,120.715
2021-03-12 14:20:00,120.7417
2021-03-12 14:25:00,120.55
