datetime,price,signal,pnl
2021-03-12 04:20:00,126.3,0,0.0
2021-03-12 04:35:00,126.5,0,0.0
2021-03-12 05:10:00,126.01,-1,0.0
2021-03-12 06:30:00,127.09,1,-1.0799999999999983
2021-03-12 06:40:00,127.0,0,-1.0799999999999983
2021-03-12 07:15:00,126.8,0,-1.0799999999999983
2021-03-12 08:05:00,127.05,0,-1.0799999999999983
2021-03-12 08:20:00,127.0,0,-1.0799999999999983
2021-03-12 08:45:00,127.3299,1,-1.0799999999999983
2021-03-12 08:55:00,127.08,0,-1.329899999999995
2021-03-12 09:00:00,127.0036,0,-1.4062999999999874
2021-03-12 09:05:00,127.01,0,-1.3998999999999882
2021-03-12 09:10:00,127.01,0,-1.3998999999999882
2021-03-12 09:15:00,127.0,0,-1.4098999999999933
2021-03-12 09:20:00,127.1,0,-1.309899999999999
2021-03-12 09:35:00,127.3,1,-1.1098999999999961
2021-03-12 09:40:00,127.374,1,-0.9619
2021-03-12 09:45:00,126.835,0,-2.5789000000000044
2021-03-12 09:50:00,127.04,0,-1.963899999999967
2021-03-12 09:55:00,127.07,0,-1.8739000000000061
2021-03-12 10:00:00,126.935,0,-2.278899999999979
2021-03-12 10:05:00,126.99,0,-2.113900000000001
2021-03-12 10:10:00,126.985,0,-2.1288999999999874
2021-03-12 10:15:00,126.99,0,-2.113900000000001
2021-03-12 10:20:00,127.15,0,-1.6338999999999686
2021-03-12 10:25:00,127.13,0,-1.6938999999999993
2021-03-12 10:30:00,127.16,0,-1.6038999999999959
2021-03-12 10:35:00,127.05,0,-1.9338999999999942
2021-03-12 10:40:00,127.16,0,-1.6038999999999959
2021-03-12 10:45:00,127.11,0,-1.7538999999999874
2021-03-12 10:50:00,127.08,0,-1.8438999999999908
2021-03-12 10:55:00,126.73,0,-2.8938999999999737
2021-03-12 11:00:00,127.0948,0,-1.7994999999999663
2021-03-12 11:05:00,127.0,0,-2.0838999999999857
2021-03-12 11:10:00,127.03,0,-1.9938999999999822
2021-03-12 11:15:00,127.19,0,-1.5138999999999925
2021-03-12 11:20:00,127.1,0,-1.7839000000000027
2021-03-12 11:25:00,127.08,0,-1.8438999999999908
2021-03-12 11:30:00,127.29,1,-1.213899999999967
2021-03-12 11:35:00,127.26,0,-1.3338999999999714
2021-03-12 11:40:00,127.14,0,-1.8138999999999896
2021-03-12 11:45:00,127.08,0,-2.0538999999999987
2021-03-12 11:50:00,127.08,0,-2.0538999999999987
2021-03-12 11:55:00,126.94,0,-2.613900000000001
2021-03-12 12:00:00,127.0612,0,-2.129099999999994
2021-03-12 12:05:00,127.07,0,-2.093900000000019
2021-03-12 12:10:00,127.06,0,-2.133899999999983
2021-03-12 12:15:00,127.145,0,-1.7939000000000078
2021-03-12 12:20:00,127.2622,1,-1.3250999999999635
2021-03-12 12:25:00,127.1551,0,-1.8605999999999767
2021-03-12 12:30:00,127.16,0,-1.836100000000016
2021-03-12 12:35:00,127.02,0,-2.536100000000019
2021-03-12 12:40:00,127.02,0,-2.536100000000019
2021-03-12 12:45:00,126.9928,0,-2.672099999999986
2021-03-12 12:50:00,127.03,0,-2.4860999999999933
2021-03-12 12:55:00,127.091,0,-2.181100000000029
2021-03-12 13:00:00,127.04,0,-2.4360999999999677
2021-03-12 13:05:00,126.97,0,-2.7861000000000047
2021-03-12 13:10:00,127.11,0,-2.086100000000002
2021-03-12 13:15:00,127.05,0,-2.386100000000013
2021-03-12 13:20:00,127.1,0,-2.1361000000000274
2021-03-12 13:25:00,127.23,0,-1.486099999999979
2021-03-12 13:30:00,127.22,0,-1.5361000000000047
2021-03-12 13:35:00,127.1198,0,-2.0371000000000095
2021-03-12 13:40:00,127.16,0,-1.836100000000016
2021-03-12 13:45:00,127.155,0,-1.8610999999999933
2021-03-12 13:50:00,127.2,0,-1.6360999999999848
2021-03-12 13:55:00,127.255,0,-1.3611000000000217
2021-03-12 14:00:00,127.22,0,-1.5361000000000047
2021-03-12 14:05:00,127.2778,1,-1.2471000000000032
2021-03-12 14:10:00,127.39,1,-0.5738999999999947
2021-03-12 14:15:00,127.3902,1,-0.5725000000000477
2021-03-12 14:20:00,127.405,1,-0.45409999999998263
2021-03-12 14:25:00,127.44,1,-0.13910000000001332
2021-03-12 14:30:00,127.36,1,-0.9390999999999963
2021-03-12 14:35:00,127.31,1,-1.489099999999965
2021-03-12 14:40:00,127.34,1,-1.1290999999999514
2021-03-12 14:45:00,127.38,1,-0.6091000000000548
2021-03-12 14:50:00,127.37,1,-0.7490999999999275
2021-03-12 14:55:00,127.38,1,-0.5991000000000639
2021-03-12 15:00:00,127.4,1,-0.2790999999999002
2021-03-12 15:05:00,127.37,1,-0.7890999999999195
2021-03-12 15:10:00,127.22,0,-3.489100000000022
2021-03-12 15:15:00,127.165,0,-4.479099999999889
2021-03-12 15:20:00,127.15,0,-4.749099999999899
2021-03-12 15:25:00,127.13,0,-5.109100000000083
2021-03-12 15:30:00,127.039,0,-6.747099999999975
2021-03-12 15:35:00,127.185,0,-4.1190999999999605
2021-03-12 15:40:00,127.425,1,0.20089999999994745
2021-03-12 15:45:00,127.3788,1,-0.6769000000000318
2021-03-12 15:50:00,127.44,1,0.5470999999999577
2021-03-12 15:55:00,127.34,1,-1.552899999999923
2021-03-12 16:00:00,127.61,1,4.38709999999999
2021-03-12 16:05:00,127.61,1,4.38709999999999
2021-03-12 16:15:00,127.61,1,4.38709999999999
2021-03-12 16:30:00,127.62,1,4.6371000000001175
2021-03-12 16:35:00,127.75,1,8.0171
2021-03-12 16:40:00,127.75,1,8.0171
2021-03-12 18:15:00,127.62,1,4.377100000000127
2021-03-15 04:55:00,128.0,0,15.397099999999995
2021-03-15 06:05:00,128.2,0,21.197099999999665
2021-03-15 06:10:00,127.79,-1,9.307100000000176
2021-03-15 07:20:00,127.84,0,10.707100000000096
2021-03-15 07:50:00,127.51,-1,1.4671000000001442
2021-03-15 08:05:00,127.8317,0,10.152999999999949
2021-03-15 08:30:00,127.84,0,10.377100000000098
2021-03-15 08:40:00,127.52,-1,1.7370999999998986
2021-03-15 08:50:00,127.83,0,9.797099999999958
2021-03-15 09:05:00,127.85,0,10.317099999999854
2021-03-15 09:25:00,128.0,0,14.217100000000002
2021-03-15 09:30:00,128.0,0,14.217100000000002
2021-03-15 09:35:00,128.53,1,27.99710000000003
2021-03-15 09:40:00,128.665,1,31.642099999999786
2021-03-15 09:45:00,128.35,1,22.82209999999985
2021-03-15 09:50:00,128.1847,0,18.02839999999979
2021-03-15 09:55:00,127.91,0,10.062099999999916
2021-03-15 10:00:00,128.0,0,12.672100000000015
2021-03-15 10:05:00,127.75,0,5.422100000000015
2021-03-15 10:10:00,127.6025,-1,1.144600000000196
2021-03-15 10:15:00,127.71,0,4.154599999999846
2021-03-15 10:20:00,127.815,0,7.094599999999957
2021-03-15 10:25:00,127.96,0,11.154599999999846
2021-03-15 10:30:00,127.985,0,11.854600000000005
2021-03-15 10:35:00,127.9,0,9.47460000000018
2021-03-15 10:40:00,128.12,0,15.634600000000148
2021-03-15 10:45:00,128.14,0,16.19459999999964
2021-03-15 10:50:00,127.9853,0,11.862999999999886
2021-03-15 10:55:00,128.12,0,15.634600000000148
2021-03-15 11:00:00,128.19,0,17.594599999999957
2021-03-15 11:05:00,128.39,1,23.19459999999964
2021-03-15 11:10:00,128.32,1,21.164599999999837
2021-03-15 11:15:00,128.33,1,21.464600000000416
2021-03-15 11:20:00,128.35,1,22.084599999999853
2021-03-15 11:25:00,128.42,1,24.324599999999634
2021-03-15 11:30:00,128.28,0,19.704600000000084
2021-03-15 11:35:00,128.12,0,14.424600000000197
2021-03-15 11:40:00,128.09,0,13.43460000000016
2021-03-15 11:45:00,128.1098,0,14.088000000000278
2021-03-15 11:50:00,128.01,0,10.794599999999747
2021-03-15 11:55:00,127.99,0,10.134599999999878
2021-03-15 12:00:00,127.9778,0,9.732000000000113
2021-03-15 12:05:00,128.01,0,10.794599999999747
2021-03-15 12:10:00,127.92,0,7.824600000000103
2021-03-15 12:15:00,128.08,0,13.10460000000046
2021-03-15 12:20:00,127.89,0,6.834600000000066
2021-03-15 12:25:00,127.88,0,6.504599999999897
2021-03-15 12:30:00,127.82,0,4.524599999999822
2021-03-15 12:35:00,128.075,0,12.939599999999672
2021-03-15 12:40:00,127.96,0,9.14459999999984
2021-03-15 12:45:00,128.0419,0,11.84729999999999
2021-03-15 12:50:00,128.06,0,12.444600000000122
2021-03-15 12:55:00,128.06,0,12.444600000000122
2021-03-15 13:00:00,128.01,0,10.794599999999747
2021-03-15 13:05:00,127.85,0,5.514599999999859
2021-03-15 13:10:00,127.855,0,5.679600000000178
2021-03-15 13:15:00,127.89,0,6.834600000000066
2021-03-15 13:20:00,127.89,0,6.834600000000066
2021-03-15 13:25:00,127.94,0,8.484599999999972
2021-03-15 13:30:00,127.9353,0,8.329499999999982
2021-03-15 13:35:00,127.94,0,8.484599999999972
2021-03-15 13:40:00,127.94,0,8.484599999999972
2021-03-15 13:45:00,128.0423,0,11.860500000000428
2021-03-15 13:50:00,127.99,0,10.134599999999878
2021-03-15 13:55:00,128.0,0,10.464600000000047
2021-03-15 14:00:00,128.04,0,11.784599999999784
2021-03-15 14:05:00,128.07,0,12.774599999999822
2021-03-15 14:10:00,128.14,0,15.084599999999597
2021-03-15 14:15:00,128.22,0,17.72460000000001
2021-03-15 14:20:00,128.275,1,19.539600000000235
2021-03-15 14:25:00,128.37,1,22.769600000000196
2021-03-15 14:30:00,128.36,1,22.419600000000514
2021-03-15 14:35:00,128.35,1,22.05959999999982
2021-03-15 14:40:00,128.29,1,19.839599999999734
2021-03-15 14:45:00,128.27,1,19.079600000000426
2021-03-15 14:50:00,128.18,0,15.569600000000293
2021-03-15 14:55:00,128.185,0,15.764600000000115
2021-03-15 15:00:00,128.205,0,16.544600000000514
2021-03-15 15:05:00,128.14,0,14.009599999999494
2021-03-15 15:10:00,128.16,0,14.789599999999893
2021-03-15 15:15:00,128.045,0,10.304599999999539
2021-03-15 15:20:00,128.12,0,13.229600000000204
2021-03-15 15:25:00,128.18,0,15.569600000000293
2021-03-15 15:30:00,128.12,0,13.229600000000204
2021-03-15 15:35:00,128.03,0,9.71960000000007
2021-03-15 15:40:00,127.965,0,7.1846000000001595
2021-03-15 15:45:00,128.085,0,11.864600000000337
2021-03-15 15:50:00,128.2547,0,18.48290000000057
2021-03-15 15:55:00,128.39,1,23.759599999999494
2021-03-15 16:00:00,128.58,1,31.35960000000054
2021-03-15 16:05:00,128.58,1,31.35960000000054
2021-03-15 16:10:00,128.58,1,31.35960000000054
2021-03-15 16:15:00,128.58,1,31.35960000000054
2021-03-15 16:25:00,128.6,1,32.23959999999974
2021-03-15 17:10:00,128.84,1,43.03960000000015
2021-03-15 17:15:00,128.59,1,31.53960000000015
2021-03-15 18:05:00,128.6,1,32.00959999999972
2021-03-15 18:40:00,128.58,1,31.049600000000595
2021-03-16 06:20:00,128.58,1,31.049600000000595
2021-03-16 07:20:00,128.57,1,30.54959999999963
2021-03-16 07:25:00,128.58,1,31.059600000000614
2021-03-16 08:10:00,128.74,1,39.37960000000044
2021-03-16 08:35:00,128.65,1,34.609600000000256
2021-03-16 08:45:00,128.58,1,30.829600000000625
2021-03-16 09:25:00,128.28,0,14.3296
2021-03-16 09:35:00,127.735,-1,-15.645400000000095
2021-03-16 09:40:00,127.731,-1,-15.861400000000359
2021-03-16 09:45:00,127.52,-1,-27.04440000000028
2021-03-16 09:50:00,127.68,-1,-18.72439999999972
2021-03-16 09:55:00,128.015,0,-1.6394000000007622
2021-03-16 10:00:00,127.93,0,-5.974399999999719
2021-03-16 10:05:00,127.645,-1,-20.50940000000027
2021-03-16 10:10:00,127.5967,-1,-22.924400000000148
2021-03-16 10:15:00,127.77,-1,-14.432700000000267
2021-03-16 10:20:00,127.9,0,-8.192699999999803
2021-03-16 10:25:00,127.56,-1,-24.512699999999967
2021-03-16 10:30:00,127.4642,-1,-29.015299999999826
2021-03-16 10:35:00,127.52,-1,-26.44850000000025
2021-03-16 10:40:00,127.7475,-1,-16.21099999999997
2021-03-16 10:45:00,127.57,-1,-24.02100000000037
2021-03-16 10:50:00,127.67,-1,-19.721000000000004
2021-03-16 10:55:00,127.6501,-1,-20.556800000000294
2021-03-16 11:00:00,127.746,-1,-16.62490000000028
2021-03-16 11:05:00,127.7858,-1,-15.032900000000296
2021-03-16 11:10:00,127.8124,0,-13.99550000000022
2021-03-16 11:15:00,127.9456,0,-8.800700000000134
2021-03-16 11:20:00,128.195,0,0.9258999999996433
2021-03-16 11:25:00,128.04,0,-5.119100000000401
2021-03-16 11:30:00,128.08,0,-3.559099999999603
2021-03-16 11:35:00,127.96,0,-8.239100000000334
2021-03-16 11:40:00,128.08,0,-3.559099999999603
2021-03-16 11:45:00,127.87,0,-11.749099999999913
2021-03-16 11:50:00,127.79,0,-14.869099999999847
2021-03-16 11:55:00,127.77,0,-15.649100000000246
2021-03-16 12:00:00,127.8208,0,-13.667899999999875
2021-03-16 12:05:00,127.795,0,-14.674100000000024
2021-03-16 12:10:00,128.07,0,-3.9491000000003567
2021-03-16 12:15:00,128.035,0,-5.314100000000224
2021-03-16 12:20:00,127.92,0,-9.799100000000024
2021-03-16 12:25:00,127.9,0,-10.579099999999869
2021-03-16 12:30:00,128.0,0,-6.679100000000091
2021-03-16 12:35:00,127.96,0,-8.239100000000334
2021-03-16 12:40:00,128.03,0,-5.509100000000046
2021-03-16 12:45:00,128.11,0,-2.3890999999995586
2021-03-16 12:50:00,128.15,0,-0.8290999999998689
2021-03-16 12:55:00,128.23,0,2.2908999999995103
2021-03-16 13:00:00,128.27,0,3.8509000000003084
2021-03-16 13:05:00,128.32,0,5.800899999999643
2021-03-16 13:10:00,128.28,0,4.240899999999954
2021-03-16 13:15:00,128.24,0,2.680900000000264
2021-03-16 13:20:00,128.26,0,3.4608999999995547
2021-03-16 13:25:00,128.18,0,0.3409000000001754
2021-03-16 13:30:00,128.1257,0,-1.7768000000002928
