datetime,price
2021-03-23 09:05:00,130.1
2021-03-23 09:10:00,130.28
2021-03-23 09:20:00,130.44
2021-03-23 09:25:00,130.45
2021-03-23 09:30:00,130.74
2021-03-23 09:35:00,130.1318
2021-03-23 09:40:00,130.11
2021-03-23 09:45:00,130.21
2021-03-23 09:50:00,130.7
2021-03-23 09:55:00,130.87
2021-03-23 10:00:00,131.07
2021-03-23 10:05:00,131.08
2021-03-23 10:10:00,130.9
2021-03-23 10:15:00,131.0999
2021-03-23 10:20:00,131.2256
2021-03-23 10:25:00,131.2
2021-03-23 10:30:00,131.37
2021-03-23 10:35:00,131.345
2021-03-23 10:40:00,131.18
2021-03-23 10:45:00,131.1
2021-03-23 10:50:00,130.99
2021-03-23 10:55:00,131.17
2021-03-23 11:00:00,131.0484
2021-03-23 11:05:00,131.2689
2021-03-23 11:10:00,131.3868
2021-03-23 11:15:00,131.455
2021-03-23 11:20:00,131.43
2021-03-23 11:25:00,131.396
2021-03-23 11:30:00,131.535
2021-03-23 11:35:00,131.35
2021-03-23 11:40:00,131.1175
2021-03-23 11:45:00,131.02
2021-03-23 11:50:00,131.02
2021-03-23 11:55:00,131.1
2021-03-23 12:00:00,131.3
2021-03-23 12:05:00,131.2777
2021-03-23 12:10:00,131.255
2021-03-23 12:15:00,131.47
2021-03-23 12:20:00,131.34
2021-03-23 12:25:00,131.31
2021-03-23 12:30:00,131.26
2021-03-23 12:35:00,131.22
2021-03-23 12:40:00,131.226
2021-03-23 12:45:00,131.15
2021-03-23 12:50:00,131.27
2021-03-23 12:55:00,131.2849
2021-03-23 13:00:00,131.34
2021-03-23 13:05:00,131.48
2021-03-23 13:10:00,131.44
2021-03-23 13:15:00,131.37
2021-03-23 13:20:00,131.31
2021-03-23 13:25:00,131.28
2021-03-23 13:30:00,131.23
2021-03-23 13:35:00,131.11
2021-03-23 13:40:00,130.89
2021-03-23 13:45:00,130.73
2021-03-23 13:50:00,130.805
2021-03-23 13:55:00,130.78
2021-03-23 14:00:00,130.69
2021-03-23 14:05:00,130.6474
2021-03-23 14:10:00,130.73
2021-03-23 14:15:00,130.701
2021-03-23 14:20:00,130.7116
2021-03-23 14:25:00,130.795
2021-03-23 14:30:00,130.8
2021-03-23 14:35:00,130.98
2021-03-23 14:40:00,130.97
2021-03-23 14:45:00,130.95
2021-03-23 14:50:00,131.02
2021-03-23 14:55:00,130.96
2021-03-23 15:00:00,130.8897
2021-03-23 15:05:00,130.915
2021-03-23 15:10:00,130.775
2021-03-23 15:15:00,130.7
2021-03-23 15:20:00,130.65
2021-03-23 15:25:00,130.38
2021-03-23 15:30:00,130.25
2021-03-23 15:35:00,130.22
2021-03-23 15:40:00,130.15
2021-03-23 15:45:00,130.3294
2021-03-23 15:50:00,130.295
2021-03-23 15:55:00,130.5483
2021-03-23 16:00:00,130.46
2021-03-23 16:05:00,130.66
2021-03-23 16:10:00,130.46
2021-03-23 16:20:00,130.46
2021-03-23 16:50:00,130.4
2021-03-23 17:15:00,130.85
2021-03-23 17:25:00,130.8
2021-03-23 17:50:00,130.7499
2021-03-23 18:10:00,130.41
2021-03-23 19:35:00,130.4
2021-03-24 05:10:00,130.41
2021-03-24 07:20:00,130.76
2021-03-24 07:50:00,131.12
2021-03-24 08:05:00,130.75
2021-03-24 08:15:00,130.9
2021-03-24 08:20:00,130.98
2021-03-24 08:35:00,130.75
2021-03-24 08:45:00,130.79
2021-03-24 09:05:00,130.61
2021-03-24 09:10:00,130.98
2021-03-24 09:20:00,130.79
2021-03-24 09:35:00,131.07
2021-03-24 09:40:00,131.56
2021-03-24 09:45:00,131.61
2021-03-24 09:50:00,131.6
2021-03-24 09:55:00,131.39
2021-03-24 10:00:00,131.5109
2021-03-24 10:05:00,131.765
2021-03-24 10:10:00,131.87
2021-03-24 10:15:00,132.03
2021-03-24 10:20:00,131.791
2021-03-24 10:25:00,131.97
2021-03-24 10:30:00,131.96
